"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52new.ISO_4"	"CS52old.ISO_4a"	"CS52old.ISO_4b"
"ENSG00000232001"	"AC108868.2"	1135	0	0	0
"ENSG00000231505"	"AC108868.1"	554	0	0	0
"ENSG00000214199"	"EEF1A1P12"	1346	39	69	94
"ENSG00000144057"	"ST6GAL2"	7708	4	1259	605
"ENSG00000238250"	"ST6GAL2-IT1"	388	0	1	3
"ENSG00000227294"	"AC016994.1"	552	0	1	0
"ENSG00000229360"	"PPP1R2P5"	603	0	0	0
"ENSG00000226905"	"AC005040.1"	482	0	0	0
"ENSG00000229457"	"LINC01789"	1196	0	0	0
"ENSG00000225588"	"AC096669.1"	1305	0	0	0
"ENSG00000237880"	"LINC01885"	609	0	0	1
"ENSG00000224568"	"LINC01886"	1612	2	0	0
"ENSG00000232991"	"GACAT1"	811	0	0	0
"ENSG00000230651"	"RGPD4-AS1"	2500	0	0	0
"ENSG00000196862"	"RGPD4"	5464	0	0	1
"ENSG00000233494"	"AC009963.2"	138	0	0	0
"ENSG00000227270"	"AC009963.1"	157	0	0	0
"ENSG00000237745"	"RPL22P8"	339	0	0	0
"ENSG00000235325"	"AC009963.3"	486	0	0	0
"ENSG00000115665"	"SLC5A7"	5168	0	0	0
"ENSG00000231221"	"LINC01593"	388	0	0	0
"ENSG00000229890"	"ACTP1"	383	0	0	0
"ENSG00000225328"	"LINC01594"	611	0	0	0
"ENSG00000236877"	"SETD6P1"	317	0	0	0
"ENSG00000196228"	"SULT1C3"	915	0	0	0
"ENSG00000227597"	"WASF1P1"	1131	0	0	0
"ENSG00000198203"	"SULT1C2"	8399	854	3	289
"ENSG00000261209"	"SULT1C2P2"	294	0	0	0
"ENSG00000237223"	"SULT1C2P1"	2004	6	0	3
"ENSG00000271070"	"GMCL1P2"	823	0	0	0
"ENSG00000198075"	"SULT1C4"	2898	0	26	43
"ENSG00000271284"	"SMIM12P1"	274	0	0	0
"ENSG00000135968"	"GCC2"	13282	2681	2314	3565
"ENSG00000214184"	"GCC2-AS1"	799	3	8	11
"ENSG00000169756"	"LIMS1"	7771	9476	1938	2337
"ENSG00000228763"	"LIMS1-AS1"	477	0	0	0
"ENSG00000233648"	"AC010095.1"	144	0	0	0
"ENSG00000235644"	"RPL10P5"	639	0	0	0
"ENSG00000153201"	"RANBP2"	12302	6780	4132	5026
"ENSG00000163006"	"CCDC138"	5796	137	100	119
"ENSG00000227470"	"AC073415.1"	153	2	3	1
"ENSG00000135960"	"EDAR"	4426	0	0	0
"ENSG00000277628"	"RF00017"	253	0	0	0
"ENSG00000259863"	"SH3RF3-AS1"	1604	5	1	0
"ENSG00000172985"	"SH3RF3"	5803	533	60	157
"ENSG00000264934"	"MIR4265"	99	0	0	0
"ENSG00000228551"	"SNRPGP9"	225	1	0	0
"ENSG00000265965"	"MIR4266"	55	0	0	0
"ENSG00000186522"	"SEPT10"	4131	951	2107	3143
"ENSG00000237916"	"AC011753.4"	311	1	0	0
"ENSG00000230696"	"AC011753.2"	610	0	0	0
"ENSG00000198142"	"SOWAHC"	4657	383	1041	1267
"ENSG00000230603"	"AC011753.1"	220	0	0	0
"ENSG00000231099"	"BMS1P19"	393	0	0	0
"ENSG00000233307"	"AC011753.3"	406	0	0	0
"ENSG00000233707"	"RPL22P11"	385	0	0	0
"ENSG00000282033"	"AC074387.1"	823	0	0	0
"ENSG00000015568"	"RGPD5"	14175	0	0	0
"ENSG00000256977"	"LIMS3"	2773	0	0	0
"ENSG00000284337"	"LIMS3-LOC440895"	4426	0	0	0
"ENSG00000186148"	"AC013268.1"	3900	0	0	0
"ENSG00000283684"	"AC013268.5"	1959	0	0	0
"ENSG00000240069"	"GPAA1P1"	931	0	0	0
"ENSG00000225108"	"ZBTB45P1"	1456	0	0	0
"ENSG00000204588"	"LINC01123"	3295	0	0	2
"ENSG00000235721"	"AC013268.3"	2324	0	0	0
"ENSG00000229730"	"AC013268.2"	337	0	0	0
"ENSG00000283283"	"AC013268.4"	3634	0	0	0
"ENSG00000265682"	"MIR4267"	82	0	0	0
"ENSG00000144063"	"MALL"	3167	0	0	0
"ENSG00000264979"	"MIR4436B1"	91	0	0	0
"ENSG00000144061"	"NPHP1"	11763	0	72	109
"ENSG00000233370"	"AC140479.3"	1126	0	0	0
"ENSG00000175701"	"MTLN"	2051	85	34	49
"ENSG00000261760"	"AC140479.4"	1946	0	2	0
"ENSG00000282304"	"AC140479.5"	932	0	0	0
"ENSG00000282785"	"AC140479.6"	357	0	0	0
"ENSG00000263881"	"MIR4436B2"	91	0	0	0
"ENSG00000283167"	"AC140479.7"	3972	0	0	0
"ENSG00000226991"	"AC140479.1"	337	0	0	0
"ENSG00000230650"	"AC140479.2"	3130	0	0	0
"ENSG00000175772"	"LINC01106"	2774	0	2	2
"ENSG00000226065"	"ZBTB45P2"	1531	0	0	0
"ENSG00000230596"	"GPAA1P2"	1787	0	0	1
"ENSG00000273471"	"AC112229.4"	1528	0	0	0
"ENSG00000184115"	"AC112229.1"	3772	0	0	0
"ENSG00000257207"	"AC112229.3"	3202	0	0	0
"ENSG00000256671"	"LIMS4"	2553	0	0	0
"ENSG00000227574"	"AC112229.2"	476	0	0	0
"ENSG00000231583"	"AC108938.1"	136	0	0	0
"ENSG00000183054"	"RGPD6"	13309	0	0	0
"ENSG00000231536"	"AC226101.1"	747	0	0	0
"ENSG00000216867"	"RPL22P12"	387	0	0	0
"ENSG00000169679"	"BUB1"	6032	367	323	392
"ENSG00000235881"	"AC114776.1"	4395	1	0	0
"ENSG00000153093"	"ACOXL"	5747	0	0	0
"ENSG00000236330"	"RPL5P9"	886	5	9	12
"ENSG00000172965"	"MIR4435-2HG"	13094	142	551	248
"ENSG00000204581"	"ACOXL-AS1"	3432	2	3	3
"ENSG00000153094"	"BCL2L11"	6658	502	301	642
"ENSG00000230499"	"AC108463.2"	412	0	0	0
"ENSG00000227992"	"AC108463.1"	347	10	48	20
"ENSG00000271590"	"AC108463.3"	1482	19	39	25
"ENSG00000229118"	"AC068491.2"	617	0	0	0
"ENSG00000270190"	"AC068491.3"	606	0	2	0
"ENSG00000226928"	"RPS14P4"	418	2	2	0
"ENSG00000266139"	"MIR4435-2"	74	0	0	0
"ENSG00000279191"	"AC068491.4"	3380	8	10	5
"ENSG00000223973"	"AC068491.1"	1241	2	1	1
"ENSG00000285016"	"AC017002.6"	1304	0	0	0
"ENSG00000280878"	"AC017002.5"	871	0	0	0
"ENSG00000240350"	"AC017002.3"	889	0	1	1
"ENSG00000224959"	"AC017002.1"	881	0	0	0
"ENSG00000271635"	"AC017002.4"	1525	0	0	0
"ENSG00000225744"	"AC017002.2"	792	0	0	0
"ENSG00000153107"	"ANAPC1"	13987	618	416	558
"ENSG00000237583"	"AC093166.4"	318	0	0	0
"ENSG00000227842"	"AC093166.1"	330	0	0	0
"ENSG00000228615"	"AC093166.2"	1017	0	0	0
"ENSG00000266063"	"MIR4771-2"	74	0	0	0
"ENSG00000230958"	"AC093166.3"	303	0	0	0
"ENSG00000236307"	"EEF1E1P1"	430	4	0	0
"ENSG00000153208"	"MERTK"	4700	3516	887	854
"ENSG00000240183"	"RN7SL297P"	293	7	0	1
"ENSG00000225496"	"AC104651.1"	735	2	3	1
"ENSG00000232277"	"AC104651.2"	528	0	0	0
"ENSG00000153214"	"TMEM87B"	5367	1459	2258	2300
"ENSG00000144152"	"FBLN7"	6578	0	6	3
"ENSG00000278962"	"AC092645.1"	2272	0	7	3
"ENSG00000144161"	"ZC3H8"	6600	471	191	406
"ENSG00000188177"	"ZC3H6"	11803	510	829	1410
"ENSG00000235258"	"NDUFB4P6"	366	0	0	0
"ENSG00000236555"	"AC115115.1"	248	0	0	0
"ENSG00000169629"	"RGPD8"	6886	36	25	47
"ENSG00000283698"	"AC012442.3"	940	0	0	0
"ENSG00000114999"	"TTL"	15732	1691	1182	1196
"ENSG00000125630"	"POLR1B"	6329	598	253	471
"ENSG00000207383"	"RF00019"	101	2	5	3
"ENSG00000125611"	"CHCHD5"	3759	137	58	81
"ENSG00000243389"	"AC012442.2"	425	0	1	0
"ENSG00000228251"	"AC012442.1"	529	3	3	0
"ENSG00000231747"	"AC079922.1"	359	3	4	7
"ENSG00000237753"	"FLJ42351"	2022	43	46	38
"ENSG00000144136"	"SLC20A1"	5577	3810	2831	1302
"ENSG00000144130"	"NT5DC4"	4225	4	0	1
"ENSG00000169607"	"CKAP2L"	5219	97	115	202
"ENSG00000115008"	"IL1A"	2124	133	0	1
"ENSG00000125538"	"IL1B"	3096	756	0	18
"ENSG00000280228"	"AC079753.1"	3868	1	0	0
"ENSG00000180152"	"XIAPP3"	795	0	0	0
"ENSG00000125571"	"IL37"	839	0	0	0
"ENSG00000227368"	"CDK8P2"	547	0	0	1
"ENSG00000136688"	"IL36G"	1380	0	0	0
"ENSG00000236124"	"HMGN2P23"	269	0	0	0
"ENSG00000232090"	"AC016724.1"	421	0	0	0
"ENSG00000136694"	"IL36A"	888	0	0	0
"ENSG00000136696"	"IL36B"	1869	0	0	0
"ENSG00000136695"	"IL36RN"	3299	0	0	0
"ENSG00000136697"	"IL1F10"	1597	0	0	0
"ENSG00000201805"	"RNU6-1180P"	107	0	0	0
"ENSG00000136689"	"IL1RN"	3256	160	8	93
"ENSG00000125637"	"PSD4"	13442	860	33	104
"ENSG00000234174"	"AC016683.1"	1074	0	0	0
"ENSG00000189223"	"PAX8-AS1"	17274	660	684	948
"ENSG00000125618"	"PAX8"	7400	39	42	86
"ENSG00000231292"	"IGKV1OR2-108"	353	0	0	0
"ENSG00000234997"	"AC016745.1"	508	0	0	0
"ENSG00000272563"	"AC016745.2"	3443	0	0	0
"ENSG00000136682"	"CBWD2"	8396	362	165	253
"ENSG00000184492"	"FOXD4L1"	2491	0	1	0
"ENSG00000234148"	"LINC01961"	745	0	0	0
"ENSG00000231943"	"PGM5P4-AS1"	1435	0	0	1
"ENSG00000225398"	"PGM5P4"	445	0	0	1
"ENSG00000226516"	"FAM138B"	1232	0	0	2
"ENSG00000221055"	"MIR1302-3"	138	0	1	2
"ENSG00000146556"	"WASH2P"	2958	169	40	24
"ENSG00000236397"	"DDX11L2"	1398	1	1	2
"ENSG00000279267"	"AL078621.3"	2042	160	77	58
"ENSG00000240356"	"RPL23AP7"	2128	252	123	101
"ENSG00000144134"	"RABL2A"	6008	171	79	114
"ENSG00000144158"	"AL078621.1"	768	1	2	1
"ENSG00000175509"	"AL078621.2"	698	0	0	0
"ENSG00000233479"	"AC017074.2"	607	0	0	0
"ENSG00000227359"	"AC017074.1"	561	13	5	5
"ENSG00000202427"	"RNU6-744P"	107	0	0	0
"ENSG00000115084"	"SLC35F5"	7445	1870	2343	3731
"ENSG00000265429"	"MIR4782"	79	4	0	2
"ENSG00000244063"	"AC104653.2"	416	19	2	10
"ENSG00000228857"	"AC104653.1"	671	48	9	4
"ENSG00000270019"	"AC110769.2"	1548	29	5	9
"ENSG00000115091"	"ACTR3"	12049	19567	3750	4789
"ENSG00000279957"	"AC110769.3"	1173	11	1	1
"ENSG00000234199"	"LINC01191"	844	2	4	0
"ENSG00000243179"	"AC110769.1"	815	0	0	0
"ENSG00000212182"	"RF00012"	216	0	0	0
"ENSG00000235242"	"AC010982.1"	465	0	0	0
"ENSG00000231926"	"SEPHS1P7"	1177	0	0	0
"ENSG00000222923"	"RNU2-41P"	178	0	0	0
"ENSG00000175497"	"DPP10"	10005	14	522	272
"ENSG00000231538"	"DPP10-AS3"	665	0	0	0
"ENSG00000235717"	"DPP10-AS2"	624	0	0	0
"ENSG00000235026"	"DPP10-AS1"	995	1	36	14
"ENSG00000230391"	"RPSAP23"	883	0	0	0
"ENSG00000271667"	"AC104408.1"	170	0	0	0
"ENSG00000224869"	"AC062016.1"	319	0	0	0
"ENSG00000226341"	"MTCYBP39"	491	0	0	0
"ENSG00000235871"	"AC062016.2"	676	0	1	0
"ENSG00000230158"	"MTND1P28"	950	0	0	0
"ENSG00000230950"	"MTND2P21"	1042	0	0	0
"ENSG00000228898"	"MTCO1P43"	488	0	0	0
"ENSG00000239185"	"RNU7-190P"	61	0	0	0
"ENSG00000227291"	"AC092170.1"	356	0	0	0
"ENSG00000238207"	"AC009312.1"	592	0	0	1
"ENSG00000088205"	"DDX18"	7851	2829	1471	2032
"ENSG00000236255"	"AC009404.1"	4058	49	165	125
"ENSG00000125631"	"HTR5BP"	2278	0	0	2
"ENSG00000125633"	"CCDC93"	8065	2062	1853	2734
"ENSG00000224967"	"AC009303.1"	352	1	0	1
"ENSG00000235066"	"AC009303.2"	4282	0	3	3
"ENSG00000272895"	"AC009303.3"	736	0	0	0
"ENSG00000279227"	"AC009303.4"	1500	18	11	25
"ENSG00000243510"	"RN7SL111P"	285	0	0	0
"ENSG00000125629"	"INSIG2"	3950	781	855	1287
"ENSG00000226856"	"THORLNC"	2253	3	0	2
"ENSG00000258910"	"LINC01956"	1110	0	0	0
"ENSG00000163064"	"EN1"	2886	0	15	32
"ENSG00000019169"	"MARCO"	2079	7	0	3
"ENSG00000259094"	"AC013457.1"	1011	0	0	0
"ENSG00000144119"	"C1QL2"	2043	0	1	1
"ENSG00000264833"	"RN7SL468P"	294	0	0	0
"ENSG00000115107"	"STEAP3"	4562	41	28	52
"ENSG00000229867"	"STEAP3-AS1"	3218	0	3	1
"ENSG00000186132"	"C2orf76"	1548	148	79	160
"ENSG00000155368"	"DBI"	2509	13453	878	1058
"ENSG00000171227"	"TMEM37"	2292	542	87	314
"ENSG00000080293"	"SCTR"	3426	0	1	1
"ENSG00000231013"	"AC013275.1"	2089	0	9	3
"ENSG00000163075"	"CFAP221"	9655	0	17	42
"ENSG00000144120"	"TMEM177"	2588	71	14	67
"ENSG00000229326"	"AC069154.1"	542	0	0	0
"ENSG00000088179"	"PTPN4"	12486	359	643	1123
"ENSG00000233741"	"AC016691.1"	413	0	0	0
"ENSG00000115109"	"EPB41L5"	9281	220	2783	2978
"ENSG00000224789"	"AC012363.1"	575	0	1	1
"ENSG00000202046"	"RF00019"	113	0	0	0
"ENSG00000236878"	"MTATP6P26"	662	0	0	1
"ENSG00000227788"	"MTCO3P43"	771	0	0	0
"ENSG00000233286"	"MTND3P10"	341	0	0	0
"ENSG00000243104"	"MTND4LP14"	288	0	0	0
"ENSG00000234065"	"MTND4P26"	1359	0	0	0
"ENSG00000223549"	"MTND5P28"	1594	0	0	0
"ENSG00000226479"	"TMEM185B"	2131	269	240	489
"ENSG00000144118"	"RALB"	2915	1661	1037	1495
"ENSG00000235840"	"AC012363.2"	555	0	0	0
"ENSG00000163083"	"INHBB"	3204	0	51	60
"ENSG00000280409"	"LINC01101"	1884	0	0	0
"ENSG00000237614"	"AC073257.2"	528	0	0	0
"ENSG00000232140"	"AC073257.1"	523	0	0	0
"ENSG00000201006"	"RF00019"	102	0	0	0
"ENSG00000229774"	"AC018866.1"	592	0	0	0
"ENSG00000074047"	"GLI2"	7341	6	294	356
"ENSG00000271709"	"AC017033.1"	708	1	0	0
"ENSG00000201584"	"RF00019"	101	0	0	0
"ENSG00000234455"	"AC067960.1"	812	0	0	0
"ENSG00000236145"	"AC079988.1"	544	0	0	0
"ENSG00000115112"	"TFCP2L1"	9372	3162	1	109
"ENSG00000232723"	"AC013399.1"	418	0	0	0
"ENSG00000074054"	"CLASP1"	11052	1311	1626	2295
"ENSG00000265451"	"AC012447.1"	682	7	6	4
"ENSG00000264229"	"RNU4ATAC"	127	2	2	1
"ENSG00000222467"	"RF00019"	92	0	0	0
"ENSG00000236859"	"NIFK-AS1"	2551	92	39	78
"ENSG00000230993"	"RPL12P15"	499	1	2	2
"ENSG00000279721"	"AC018737.2"	1512	2	0	3
"ENSG00000213239"	"NPM1P32"	604	0	0	1
"ENSG00000155438"	"NIFK"	2447	1180	716	894
"ENSG00000211460"	"TSN"	4407	1733	1292	1797
"ENSG00000270798"	"AC018737.1"	204	0	0	0
"ENSG00000224655"	"LINC01823"	1451	2	1	0
"ENSG00000237856"	"AC062020.1"	801	0	0	0
"ENSG00000232740"	"LINC01826"	584	0	0	0
"ENSG00000226708"	"AC073409.1"	269	0	0	0
"ENSG00000235640"	"AC092646.2"	2095	0	0	0
"ENSG00000227738"	"AC092646.1"	901	0	0	0
"ENSG00000279874"	"AC064859.1"	174	0	0	0
"ENSG00000223118"	"RN7SKP102"	315	0	0	0
"ENSG00000228400"	"AC079154.1"	542	0	0	0
"ENSG00000155052"	"CNTNAP5"	5446	1	0	0
"ENSG00000238046"	"MTND5P22"	195	0	0	0
"ENSG00000270815"	"AC019159.1"	187	0	0	0
"ENSG00000252674"	"RNA5SP102"	106	0	0	0
"ENSG00000206726"	"RNU6-259P"	107	0	0	0
"ENSG00000235491"	"LINC01889"	668	0	0	0
"ENSG00000224410"	"AC097499.1"	208	0	0	0
"ENSG00000226813"	"LINC01941"	624	0	0	0
"ENSG00000235774"	"AC023347.1"	920	0	0	0
"ENSG00000236655"	"AC023347.2"	462	0	0	0
"ENSG00000213236"	"YWHAZP2"	728	2	5	3
"ENSG00000136732"	"GYPC"	3812	3629	417	577
"ENSG00000235128"	"AC013474.1"	799	15	0	0
"ENSG00000206963"	"RNU6-675P"	104	0	0	0
"ENSG00000237524"	"TEX51"	1533	0	0	0
"ENSG00000238788"	"RNU7-182P"	62	0	0	0
"ENSG00000260634"	"AC012508.2"	1472	0	0	0
"ENSG00000260163"	"AC012508.1"	4476	0	0	2
"ENSG00000136717"	"BIN1"	6929	956	1267	1995
"ENSG00000237630"	"NIFKP9"	221	0	0	0
"ENSG00000186684"	"CYP27C1"	4491	1	30	27
"ENSG00000226789"	"AC110926.1"	2825	0	1	0
"ENSG00000163161"	"ERCC3"	8422	1181	874	1124
"ENSG00000169967"	"MAP3K2"	11508	4553	5500	3845
"ENSG00000200250"	"RNU6-1147P"	107	0	0	0
"ENSG00000236682"	"AC068282.1"	2690	85	22	53
"ENSG00000115718"	"PROC"	2495	119	18	14
"ENSG00000264075"	"MIR4783"	82	0	0	0
"ENSG00000163166"	"IWS1"	4150	2022	1319	1939
"ENSG00000231731"	"AC010976.1"	5510	3	0	3
"ENSG00000202429"	"RNU4-48P"	182	0	0	0
"ENSG00000169994"	"MYO7B"	8800	1	0	1
"ENSG00000272789"	"AC010976.2"	852	1	0	0
"ENSG00000072163"	"LIMS2"	8487	2	236	256
"ENSG00000144230"	"GPR17"	2671	0	0	0
"ENSG00000136709"	"WDR33"	14580	1953	1282	1418
"ENSG00000173349"	"SFT2D3"	3735	227	193	315
"ENSG00000201470"	"RNY4P7"	96	1	0	1
"ENSG00000200390"	"RF00019"	106	0	0	0
"ENSG00000274010"	"AC006011.2"	1158	0	1	3
"ENSG00000144231"	"POLR2D"	5226	834	574	778
"ENSG00000202532"	"RNU6-395P"	106	1	0	1
"ENSG00000244563"	"AC006011.1"	349	0	0	0
"ENSG00000273950"	"RF00017"	258	0	0	0
"ENSG00000144233"	"AMMECR1L"	4761	423	705	503
"ENSG00000272667"	"AC012306.2"	630	12	3	8
"ENSG00000204399"	"AC012306.1"	114	0	0	0
"ENSG00000136715"	"SAP130"	4373	779	837	600
"ENSG00000234044"	"AC108059.3"	214	0	0	0
"ENSG00000200432"	"RF00019"	102	0	0	0
"ENSG00000136731"	"UGGT1"	11349	4409	3641	4343
"ENSG00000229173"	"AC108059.1"	725	0	0	0
"ENSG00000232101"	"AC108059.2"	151	0	0	0
"ENSG00000229758"	"DYNLT3P2"	295	0	1	0
"ENSG00000185631"	"AC017079.1"	415	1	0	0
"ENSG00000238180"	"AC017079.2"	485	0	0	0
"ENSG00000136720"	"HS6ST1"	4683	344	620	473
"ENSG00000252742"	"RF00019"	99	0	0	0
"ENSG00000238379"	"RNA5SP103"	118	0	0	0
"ENSG00000227653"	"ISCA1P6"	390	0	0	0
"ENSG00000237532"	"AC012451.1"	357	0	0	0
"ENSG00000238277"	"AC068483.1"	660	0	0	0
"ENSG00000204460"	"LINC01854"	2213	0	0	0
"ENSG00000233428"	"PPIAP65"	492	0	0	0
"ENSG00000229536"	"LINC02572"	2101	0	1	2
"ENSG00000214100"	"PLAC9P1"	627	0	0	0
"ENSG00000237574"	"LINC01856"	2398	0	0	0
"ENSG00000234559"	"RPL22P7"	370	1	0	0
"ENSG00000225449"	"RAB6C-AS1"	3949	0	1	1
"ENSG00000222014"	"RAB6C"	3075	0	1	2
"ENSG00000284619"	"AC079776.3"	211	0	0	0
"ENSG00000180178"	"FAR2P1"	8075	6	1	4
"ENSG00000250207"	"AC079776.2"	504	0	0	0
"ENSG00000217289"	"AC079776.1"	1152	0	2	0
"ENSG00000231147"	"ARHGAP42P2"	2140	0	2	1
"ENSG00000231240"	"KLF2P1"	1042	0	0	0
"ENSG00000248313"	"CYP4F27P"	494	0	0	0
"ENSG00000196604"	"POTEF"	4209	3	1	0
"ENSG00000228471"	"AC018865.2"	129	0	0	0
"ENSG00000224087"	"AC018865.1"	578	0	0	0
"ENSG00000252223"	"RNU6-1049P"	107	0	0	0
"ENSG00000223760"	"MED15P9"	2252	0	0	0
"ENSG00000152076"	"CCDC74B"	4487	12	7	11
"ENSG00000136699"	"SMPD4"	7375	564	707	658
"ENSG00000152082"	"MZT2B"	1815	487	313	377
"ENSG00000152086"	"TUBA3E"	1542	8	1	0
"ENSG00000227632"	"AC018804.1"	618	2	2	4
"ENSG00000230756"	"RHOQP3"	621	5	3	2
"ENSG00000213225"	"NOC2LP1"	2728	0	1	2
"ENSG00000234398"	"AC134915.1"	574	0	0	0
"ENSG00000236595"	"MED15P5"	992	0	0	0
"ENSG00000237722"	"MTND1P29"	647	0	0	0
"ENSG00000231954"	"MTND2P22"	1033	0	0	0
"ENSG00000236211"	"MTCO1P7"	1542	0	0	0
"ENSG00000230496"	"MTCO2P7"	666	0	0	0
"ENSG00000232990"	"MTATP6P7"	681	0	0	0
"ENSG00000249997"	"MTCO3P7"	774	0	0	0
"ENSG00000283940"	"AC068137.3"	341	0	0	0
"ENSG00000284171"	"AC068137.4"	296	0	0	0
"ENSG00000230548"	"MTND4P27"	1354	0	0	0
"ENSG00000234934"	"MTND5P29"	1807	0	0	0
"ENSG00000248136"	"MTND6P8"	522	0	0	0
"ENSG00000233550"	"MTCYBP8"	651	0	0	0
"ENSG00000226915"	"AC068137.1"	584	0	0	0
"ENSG00000271435"	"AC068137.2"	478	0	0	0
"ENSG00000224352"	"AC132479.1"	144	0	0	0
"ENSG00000136710"	"CCDC115"	3782	901	238	402
"ENSG00000136718"	"IMP4"	3861	1063	658	538
"ENSG00000072135"	"PTPN18"	5774	2051	113	460
"ENSG00000178162"	"FAR2P2"	5364	4	0	9
"ENSG00000230646"	"KLF2P2"	1039	0	0	0
"ENSG00000239402"	"CYP4F62P"	2596	0	0	0
"ENSG00000196834"	"POTEI"	7023	0	0	2
"ENSG00000251973"	"RNU6-473P"	107	0	0	0
"ENSG00000225819"	"AC013269.2"	444	0	0	0
"ENSG00000274711"	"RF00017"	264	0	0	0
"ENSG00000152093"	"CFC1B"	1669	0	0	0
"ENSG00000225341"	"AC013269.1"	727	0	0	0
"ENSG00000184761"	"PRSS40B"	1853	0	0	0
"ENSG00000183292"	"PRSS40A"	4282	0	0	0
"ENSG00000232408"	"AC140481.2"	695	0	0	0
"ENSG00000136698"	"CFC1"	1669	0	0	0
"ENSG00000277668"	"RF00017"	264	0	0	0
"ENSG00000222038"	"POTEJ"	3383	0	0	0
"ENSG00000251757"	"RNU6-848P"	107	0	0	0
"ENSG00000214081"	"CYP4F30P"	2404	0	0	0
"ENSG00000282944"	"AC140481.3"	1762	0	0	0
"ENSG00000240253"	"FAR2P3"	1722	0	0	0
"ENSG00000223349"	"KLF2P3"	1087	0	0	0
"ENSG00000173302"	"GPR148"	1267	0	0	0
"ENSG00000229797"	"AC140481.1"	1078	0	0	0
"ENSG00000178171"	"AMER3"	6543	0	0	0
"ENSG00000232503"	"CYCSP8"	312	0	0	0
"ENSG00000233221"	"AC133785.1"	3412	0	0	0
"ENSG00000136002"	"ARHGEF4"	10611	11	135	160
"ENSG00000281159"	"RF00426"	122	0	0	0
"ENSG00000281516"	"RF00423"	123	0	0	0
"ENSG00000284479"	"AC009477.2"	171	0	0	0
"ENSG00000152102"	"FAM168B"	5435	4070	4231	4881
"ENSG00000115762"	"PLEKHB2"	6728	9595	2079	2377
"ENSG00000230450"	"NEK2P4"	1329	0	0	0
"ENSG00000225448"	"AC009477.1"	217	0	0	0
"ENSG00000236956"	"NF1P8"	1596	0	0	0
"ENSG00000285819"	"AC131180.1"	1285	0	0	0
"ENSG00000248796"	"MED15P8"	545	0	0	0
"ENSG00000188219"	"POTEE"	4192	0	0	0
"ENSG00000212199"	"RNU6-127P"	107	0	0	0
"ENSG00000231431"	"FAR2P4"	3925	0	0	0
"ENSG00000236516"	"KLF2P4"	1225	0	0	0
"ENSG00000284604"	"AC073869.7"	335	0	0	0
"ENSG00000227817"	"ARHGAP42P1"	1976	0	0	0
"ENSG00000284706"	"AC073869.9"	354	0	0	0
"ENSG00000224425"	"AC073869.2"	1026	0	0	0
"ENSG00000233087"	"RAB6D"	3032	7	4	13
"ENSG00000283303"	"AC073869.5"	465	0	0	0
"ENSG00000233285"	"MTCYBP10"	650	0	0	0
"ENSG00000227275"	"MTND6P10"	517	0	0	0
"ENSG00000235080"	"MTND5P23"	1770	0	0	0
"ENSG00000231777"	"MTND4P21"	1357	0	0	0
"ENSG00000284003"	"AC073869.6"	297	0	0	0
"ENSG00000283865"	"MTND3P18"	341	0	0	0
"ENSG00000227661"	"MTCO3P18"	761	0	0	0
"ENSG00000236590"	"MTATP6P4"	675	0	0	0
"ENSG00000234480"	"MTCO2P18"	658	0	0	0
"ENSG00000237910"	"MTCO1P18"	1419	0	0	0
"ENSG00000234939"	"MTND2P18"	1030	0	0	0
"ENSG00000234576"	"MTND1P26"	615	0	0	0
"ENSG00000226831"	"MED15P3"	326	0	0	0
"ENSG00000276460"	"AC073869.4"	800	0	0	0
"ENSG00000223631"	"LINC01120"	1861	0	0	0
"ENSG00000284659"	"AC073869.8"	120	0	0	1
"ENSG00000214077"	"GNAQP1"	1067	3	7	5
"ENSG00000217950"	"NOC2LP2"	1944	0	1	0
"ENSG00000232742"	"RHOQP2"	579	36	30	19
"ENSG00000273073"	"AC073869.3"	580	0	1	1
"ENSG00000173272"	"MZT2A"	4093	273	108	154
"ENSG00000075886"	"TUBA3D"	1598	3	0	0
"ENSG00000284149"	"MIR4784"	77	0	0	0
"ENSG00000152117"	"AC073869.1"	3914	117	198	183
"ENSG00000163040"	"CCDC74A"	3077	64	21	28
"ENSG00000224679"	"MED15P4"	393	0	0	0
"ENSG00000204434"	"POTEKP"	2688	0	0	0
"ENSG00000251956"	"RNU6-617P"	107	0	0	0
"ENSG00000273588"	"AC093838.1"	469	0	0	0
"ENSG00000224559"	"LINC01087"	3516	0	0	0
"ENSG00000270930"	"GRAMD4P8"	1115	0	0	0
"ENSG00000197927"	"C2orf27A"	2566	58	52	40
"ENSG00000213222"	"AC093724.1"	1027	2	1	0
"ENSG00000186825"	"C2orf27B"	1325	0	0	0
"ENSG00000274353"	"AC103564.3"	220	0	0	0
"ENSG00000229203"	"AC103564.1"	562	0	0	0
"ENSG00000232760"	"AC103564.2"	1299	0	0	0
"ENSG00000244337"	"AJ239322.2"	575	0	0	0
"ENSG00000235615"	"AJ239322.1"	2209	0	0	0
"ENSG00000236485"	"LINC01945"	840	0	0	0
"ENSG00000226886"	"AC093787.1"	207	0	0	0
"ENSG00000271179"	"AC098826.3"	466	0	0	0
"ENSG00000225594"	"AC098826.1"	471	0	0	0
"ENSG00000227745"	"AC098826.2"	651	0	0	0
"ENSG00000163046"	"ANKRD30BL"	4947	0	0	0
